Gene_acc,Gene_id,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,Desc
447,Tb927.1.3910,740090.0,770560.0,776830.0,851740.0,721020.0,532700.0,592250.0,525740.0,599180.0,611780.0,Anaphase-promoting complex subunit CDC23
448,Tb927.1.3940,15504.0,15968.0,14778.0,14784.0,12857.0,14495.0,10786.0,12464.0,15582.0,13901.0,"hypothetical protein, conserved"
449,Tb927.1.3950,6049800.0,6522000.0,6894200.0,6387100.0,6323200.0,4866900.0,5656200.0,4942300.0,5455200.0,5211400.0,alanine aminotransferase
450,Tb927.1.4010,77430.0,76254.0,73734.0,73811.0,66794.0,50876.0,54096.0,51097.0,60421.0,54858.0,primase 2
451,Tb927.1.4040,41208.0,36301.0,44565.0,41571.0,39623.0,32316.0,29332.0,30113.0,32256.0,29651.0,"hypothetical protein, conserved"
452,Tb927.1.4050,1970500.0,2062400.0,2112800.0,2096800.0,1998000.0,1592900.0,1651100.0,1410000.0,1676600.0,1742300.0,"ser/thr protein phosphatase, putative"
454,Tb927.1.4180,1885700.0,1918600.0,2035100.0,1937000.0,1883100.0,1481600.0,1632700.0,1385500.0,1555200.0,1574300.0,"leucine-rich repeat protein (LRRP), putative"
455,Tb927.1.420,435430.0,436290.0,453670.0,456940.0,414080.0,313740.0,381370.0,270880.0,351000.0,344140.0,"retrotransposon hot spot protein 5 (RHS5), putative"
456,Tb927.1.4220,158060.0,160990.0,171970.0,160440.0,151580.0,122620.0,137400.0,123840.0,130000.0,135340.0,"Ydr279p protein family (RNase H2 complex component), putative"
457,Tb927.1.4250,47608.0,46453.0,50296.0,50257.0,46191.0,38949.0,41474.0,35933.0,41924.0,46002.0,"hypothetical protein, conserved"
458,Tb927.1.4280,1131800.0,1117600.0,1186800.0,1138400.0,1131300.0,748480.0,806180.0,659910.0,881930.0,868460.0,"hypothetical protein, conserved"
459,Tb927.1.4310,10459000.0,10406000.0,10749000.0,10473000.0,9696000.0,7402100.0,8416700.0,6939200.0,8268600.0,8330700.0,Flagellum attachment zone protein 2
460,Tb927.1.4340,615760.0,663940.0,666950.0,658080.0,673470.0,492670.0,528770.0,479050.0,533860.0,549100.0,"hypothetical protein, conserved"
461,Tb927.1.4380,32256.0,31691.0,31316.0,30226.0,32989.0,20765.0,25808.0,20631.0,26784.0,27175.0,"Putative integral membrane protein conserved region (DUF2404), putative"
462,Tb927.1.4410,189620.0,168630.0,217200.0,183380.0,177090.0,146000.0,163680.0,124720.0,191350.0,173990.0,SUMO-interacting motif-containing protein
463,Tb927.1.4420,191910.0,202340.0,211050.0,203940.0,214320.0,172910.0,186860.0,174430.0,183630.0,205120.0,"ABC transporter, putative"
464,Tb927.1.4450,90572.0,91231.0,94005.0,96053.0,99005.0,73915.0,82047.0,69056.0,70183.0,80042.0,"calcium-activated potassium channel, putative"
465,Tb927.1.4470,33232.0,34104.0,34738.0,36792.0,34333.0,29339.0,30449.0,21505.0,26250.0,30882.0,"hypothetical protein, conserved"
466,Tb927.1.4480,118380.0,108010.0,124160.0,126530.0,122630.0,90359.0,88947.0,82004.0,104880.0,100140.0,"WD repeat and HMG-box DNA-binding protein, putative"
467,Tb927.1.4490,3427000.0,3368900.0,3511700.0,3573600.0,3241900.0,2423200.0,2807300.0,2414700.0,2914700.0,2617600.0,"acetyltransferase, putative"
468,Tb927.1.450,294530.0,350260.0,360800.0,337940.0,332650.0,251480.0,295320.0,269040.0,288250.0,290200.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
469,Tb927.1.4500,94504.0,104940.0,112320.0,118200.0,108480.0,87189.0,93191.0,99395.0,86552.0,91499.0,"SNARE associated Golgi protein, putative"
470,Tb927.1.4650,570260.0,554710.0,551500.0,593980.0,523950.0,400230.0,433150.0,384800.0,468290.0,446100.0,cyclin-like F-box protein 2
471,Tb927.1.4680,696940.0,643100.0,629560.0,682580.0,713780.0,454390.0,554000.0,486540.0,519460.0,498850.0,Kinetochore interacting protein 6
472,Tb927.1.4690,1401800.0,1467800.0,1522300.0,1419900.0,1384400.0,1067400.0,1120800.0,924740.0,1211900.0,1143700.0,Protein arginine N-methyltransferase 1 catalytic subunit
473,Tb927.1.4710,33868.0,39921.0,39433.0,44203.0,43350.0,22432.0,35102.0,31499.0,37753.0,28383.0,"hypothetical protein, conserved"
474,Tb927.1.4720,744450.0,758280.0,749380.0,751890.0,728740.0,545450.0,592350.0,532790.0,629950.0,609010.0,"SET domain containing protein, putative"
475,Tb927.1.4730,33849.0,28359.0,41251.0,27792.0,24812.0,20678.0,23234.0,21711.0,21269.0,22675.0,"Ribonuclease H2 non-catalytic subunit (Ylr154p-like), putative"
476,Tb927.1.4740,438990.0,459350.0,444050.0,453060.0,410750.0,346220.0,369070.0,288920.0,375270.0,375880.0,"FAM91 N-terminus/FAM91 C-terminus, putative"
477,Tb927.1.4760,1296400.0,1411500.0,1372200.0,1356700.0,1344800.0,1027200.0,1152300.0,1107100.0,1053400.0,1073400.0,"Vacuolar sorting protein 39 domain 1/Vacuolar sorting protein 39 domain 2, putative"
478,Tb927.1.4780,8453.3,6473.3,7623.4,8855.8,6408.7,5227.2,4485.8,3112.4,7075.3,8352.6,Alpha/beta hydrolase domain-containing protein
479,Tb927.1.4800,21604.0,20291.0,20907.0,26174.0,19436.0,13006.0,17817.0,13271.0,13118.0,18515.0,"hypothetical protein, conserved"
480,Tb927.1.4830,2616500.0,2469300.0,2662900.0,2807500.0,2725900.0,1863400.0,2194700.0,1781300.0,2226000.0,2283100.0,phospholipase A1
481,Tb927.1.4900,6216000.0,6604900.0,6863100.0,6793200.0,6108100.0,4773400.0,5366500.0,4718200.0,5202900.0,5072700.0,"expression site-associated gene 11 (ESAG11) protein, putative"
482,Tb927.1.5000,371320.0,451490.0,392640.0,379250.0,397180.0,292350.0,306430.0,293650.0,291900.0,286610.0,"hypothetical protein, conserved"
483,Tb927.1.5030,1279600.0,1276700.0,1333200.0,1336200.0,1248000.0,985860.0,1049200.0,855000.0,1038000.0,1065000.0,"leucine-rich repeat protein (LRRP), putative"
484,Tb927.1.5100,188630.0,183140.0,189340.0,188160.0,193030.0,139150.0,153470.0,111220.0,146280.0,147480.0,"expression site-associated gene 2 (ESAG2) protein, putative"
485,Tb927.1.5110,253040.0,234300.0,244470.0,244210.0,235570.0,198640.0,190380.0,141180.0,200270.0,184300.0,"expression site-associated gene 11 (ESAG11) protein, putative"
486,Tb927.1.5170,262880.0,259510.0,253200.0,270030.0,251840.0,180800.0,199180.0,184010.0,197500.0,205200.0,"variant surface glycoprotein (VSG)-related, putative"
487,Tb927.1.540,1017300.0,1043700.0,1074700.0,1111900.0,1039900.0,755000.0,864420.0,743580.0,839330.0,847280.0,"DNA-directed RNA polymerase III, putative"
488,Tb927.1.560,30338.0,30332.0,34842.0,30551.0,27024.0,24239.0,36354.0,24530.0,31381.0,26768.0,"WD domain, G-beta repeat, putative"
489,Tb927.1.600,19071.0,19294.0,20724.0,19341.0,19841.0,11425.0,15102.0,11309.0,17979.0,14225.0,"phosphate-repressible phosphate permease, putative"
490,Tb927.1.610,21199.0,25771.0,27754.0,23481.0,20302.0,16550.0,19230.0,14759.0,18495.0,19051.0,"hypothetical protein, conserved"
491,Tb927.1.630,27692.0,24827.0,28940.0,23816.0,27718.0,19743.0,18934.0,10918.0,23532.0,18094.0,histone chaperone ASF1A
492,Tb927.1.640,610560.0,552980.0,663550.0,564610.0,606950.0,394700.0,476930.0,376930.0,528010.0,470770.0,BRCA2
493,Tb927.1.650,110480.0,113790.0,114910.0,124190.0,115750.0,82522.0,87181.0,66741.0,89360.0,96148.0,"conserved protein, unknown function"
494,Tb927.1.670,1050600.0,1114100.0,1112300.0,1210000.0,1111100.0,847840.0,917930.0,689470.0,987810.0,1003600.0,"conserved protein, unknown function"
495,Tb927.1.690,190410.0,203460.0,213950.0,200140.0,200450.0,162210.0,175530.0,140270.0,173940.0,180360.0,"hypothetical protein, conserved"
496,Tb927.1.700,35670000.0,35167000.0,39110000.0,37687000.0,33334000.0,26564000.0,29559000.0,23433000.0,30138000.0,28434000.0,phosphoglycerate kinase
497,Tb927.1.710,1525200.0,1406000.0,1356000.0,1348900.0,1334800.0,994970.0,1167100.0,839220.0,1080600.0,945130.0,phosphoglycerate kinase
498,Tb927.1.720,1242400.0,1244800.0,1312400.0,1282300.0,1267200.0,955890.0,999630.0,835410.0,1072300.0,1071200.0,phosphoglycerate kinase
499,Tb927.1.740,222100.0,221640.0,243710.0,246190.0,239350.0,177990.0,190630.0,171150.0,191490.0,188730.0,phosphatidylinositol-4-phosphate 5-kinase related
500,Tb927.1.750,892780.0,1002000.0,976250.0,1027500.0,925180.0,677360.0,750280.0,681820.0,722900.0,756890.0,Metal-binding domain-containing protein
501,Tb927.1.790,92658.0,97337.0,107720.0,99401.0,103680.0,75417.0,87383.0,79787.0,85655.0,88312.0,"hypothetical transmembrane protein, conserved"
502,Tb927.1.840,11802.0,15577.0,14694.0,14588.0,15239.0,9798.1,12892.0,13322.0,13260.0,14085.0,"transmembrane protein, putative"
503,Tb927.1.860,418560.0,452940.0,457640.0,465370.0,407800.0,338320.0,369040.0,275560.0,337640.0,347950.0,"transmembrane protein, putative"
504,Tb927.1.870,201470.0,204570.0,202950.0,233640.0,227450.0,153280.0,159630.0,117460.0,176920.0,184040.0,deoxyhypusine synthase
505,Tb927.1.880,1364300.0,1400400.0,1438600.0,1474500.0,1434200.0,1042100.0,1171000.0,985110.0,1199100.0,1198900.0,"Midasin, putative"
506,Tb927.1.90,740810.0,742900.0,774070.0,842970.0,728550.0,601970.0,664680.0,614250.0,652320.0,635100.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
507,Tb927.1.990,2148700.0,2265800.0,2356000.0,2265300.0,2196700.0,1634900.0,1811300.0,1510300.0,1816600.0,1793600.0,Enkuring domain-containig protein
508,Tb927.10.10000,148200.0,130730.0,153590.0,132420.0,150640.0,110060.0,128860.0,96474.0,132970.0,125690.0,"hypothetical protein, conserved"
509,Tb927.10.10010,3221300.0,3259900.0,3168300.0,3247600.0,3161400.0,2238100.0,2432400.0,2128300.0,2503800.0,2498300.0,"mRNA turnover protein 4 homolog, putative"
510,Tb927.10.10020,646440.0,678820.0,688420.0,689990.0,662350.0,511220.0,550620.0,508050.0,560900.0,570910.0,"Rab5 GDP/GTP exchange factor (Rabex-5), putative"
511,Tb927.10.10030,779500.0,849780.0,846720.0,800260.0,734470.0,573130.0,653040.0,493040.0,587550.0,660420.0,"hypothetical protein, conserved"
512,Tb927.10.10050,95256.0,95964.0,91728.0,93150.0,84761.0,49979.0,60960.0,57034.0,65817.0,76653.0,"hypothetical protein, conserved"
513,Tb927.10.10070,67070.0,72225.0,72630.0,68944.0,70826.0,49422.0,54287.0,54672.0,69383.0,63706.0,"hypothetical protein, conserved"
514,Tb927.10.10080,393080.0,367620.0,458470.0,412520.0,393160.0,295830.0,348910.0,251730.0,366710.0,341780.0,"hypothetical protein, conserved"
515,Tb927.10.10090,127890.0,126800.0,126490.0,123860.0,126770.0,102940.0,101270.0,85249.0,115380.0,116640.0,Component of motile flagella 14
516,Tb927.10.10120,125460.0,129260.0,139470.0,139530.0,128780.0,109600.0,114430.0,97503.0,106110.0,110220.0,"hypothetical protein, conserved"
517,Tb927.10.10130,310010.0,340750.0,360250.0,342920.0,327790.0,263990.0,305020.0,275070.0,291760.0,292090.0,RNA editing mediator complex protein 1
518,Tb927.10.10140,4005800.0,3719900.0,4642900.0,4039700.0,4221700.0,2844700.0,3498600.0,2662700.0,3461200.0,3039800.0,"paraflagellar rod component, putative"
519,Tb927.10.10160,38536.0,45702.0,41878.0,37714.0,44777.0,29329.0,43119.0,28397.0,34820.0,36234.0,Kinetoplast polyadenylation factor 4
520,Tb927.10.10170,340820.0,378580.0,378880.0,358560.0,388670.0,291140.0,295200.0,261690.0,309200.0,293200.0,"pre-mRNA splicing factor 46, putative"
521,Tb927.10.10180,244460.0,274330.0,290420.0,290740.0,267850.0,184800.0,203260.0,230770.0,208240.0,211770.0,"Miro-like protein, putative"
522,Tb927.10.10200,104470.0,109180.0,111900.0,112380.0,111840.0,86382.0,91081.0,84644.0,83049.0,96539.0,"hypothetical protein, conserved"
523,Tb927.10.10280,13131000.0,13228000.0,13080000.0,13129000.0,12832000.0,9691500.0,10770000.0,9585900.0,10603000.0,10465000.0,Microtubule-associated repetitive protein 2
524,Tb927.10.10300,22020.0,24661.0,25463.0,26895.0,27006.0,17303.0,19968.0,18350.0,20125.0,21661.0,"hypothetical protein, conserved"
525,Tb927.10.10320,1088600.0,1084300.0,1218400.0,1136300.0,1032900.0,747820.0,837740.0,623170.0,925710.0,845140.0,"dynein light chain Tctex-type, putative"
526,Tb927.10.10330,249430.0,270070.0,245170.0,279200.0,252200.0,200740.0,214080.0,206600.0,212620.0,212370.0,Anaphase-promoting complex subunit CDC27
527,Tb927.10.10340,1822200.0,1837500.0,1844300.0,1881500.0,1807500.0,1394600.0,1429200.0,1213200.0,1538100.0,1545500.0,"structural maintenance of chromosome 2, putative"
528,Tb927.10.10350,384670.0,338880.0,341770.0,387270.0,345270.0,261970.0,276950.0,231020.0,341380.0,317300.0,"STE/STE11 serine/threonine-protein kinase, putative"
529,Tb927.10.10370,256950.0,289760.0,277670.0,250550.0,226860.0,177810.0,201450.0,166940.0,227460.0,218970.0,"hypothetical protein, conserved"
530,Tb927.10.10380,313690.0,341560.0,325560.0,313980.0,317950.0,238000.0,262590.0,221800.0,257730.0,279580.0,"ATP-dependent DEAD/H RNA helicase, putative"
531,Tb927.10.10390,3718100.0,3905900.0,4022800.0,4058800.0,3699000.0,3200800.0,3438600.0,2733900.0,3301900.0,3439800.0,trypanothione reductase
532,Tb927.10.1040,567770.0,575940.0,571340.0,603750.0,560060.0,421610.0,462950.0,453380.0,461080.0,473940.0,"serine peptidase, Clan SC, Family S10"
533,Tb927.10.10400,40124.0,45225.0,44293.0,48219.0,42923.0,25562.0,32121.0,21382.0,42166.0,35616.0,Mitochondrial ribosomal protein S11
534,Tb927.10.10410,152490.0,159190.0,163700.0,157460.0,155040.0,116910.0,124010.0,111940.0,128410.0,127330.0,"DNA replication licensing factor MCM8, putative"
535,Tb927.10.10420,107000.0,127420.0,127100.0,126250.0,124060.0,97340.0,106480.0,92010.0,105960.0,105240.0,"monothiol glutaredoxin, putative"
536,Tb927.10.10440,27122.0,26195.0,25377.0,28857.0,28953.0,21870.0,25391.0,16692.0,23999.0,22554.0,mitochondrial carrier protein
537,Tb927.10.10590,43865000.0,45358000.0,45816000.0,47994000.0,42211000.0,32439000.0,36794000.0,27961000.0,32552000.0,34865000.0,"histone H2B, putative"
538,Tb927.10.1060,12098000.0,12977000.0,12501000.0,12988000.0,11804000.0,9438200.0,9648900.0,8558800.0,9649700.0,9803300.0,"T-complex protein 1, delta subunit, putative"
539,Tb927.10.10600,30473.0,35575.0,35312.0,35323.0,34344.0,24706.0,24781.0,21060.0,24323.0,26283.0,"ARP2/3 complex 16kDa subunit, putative"
540,Tb927.10.10610,700160.0,658250.0,701410.0,775990.0,623360.0,506960.0,631840.0,438050.0,547570.0,589240.0,"protein tyrosine phosphatase, putative"
541,Tb927.10.10620,222740.0,231440.0,251850.0,248850.0,243590.0,185990.0,192100.0,171400.0,209080.0,199830.0,"hypothetical protein, conserved"
542,Tb927.10.10630,486970.0,616240.0,555910.0,587440.0,590400.0,402640.0,473190.0,443790.0,435460.0,425780.0,"hypothetical protein, conserved"
543,Tb927.10.10680,369480.0,386860.0,404860.0,381000.0,365160.0,292110.0,334050.0,295420.0,328210.0,354940.0,"hypothetical protein, conserved"
544,Tb927.10.10690,233290.0,222030.0,243190.0,243590.0,234490.0,169500.0,200930.0,177150.0,214770.0,194550.0,"CEP19-like protein, putative"
545,Tb927.10.1070,1694600.0,1817200.0,1686600.0,1923400.0,1625200.0,1403700.0,1365100.0,1299500.0,1419500.0,1454100.0,cdc2-related kinase 1
546,Tb927.10.10700,209580.0,233910.0,244470.0,238560.0,215200.0,186090.0,193750.0,144250.0,178250.0,193790.0,splicing factor Prp31
547,Tb927.10.10720,31105.0,42710.0,34849.0,37709.0,36854.0,27395.0,27775.0,29431.0,33319.0,38335.0,"Tetraspanin family, putative"
548,Tb927.10.10730,125200.0,124380.0,125980.0,127320.0,125340.0,84784.0,94464.0,92233.0,111100.0,108610.0,RNA Interference Factor 5
549,Tb927.10.10740,83353.0,84560.0,91347.0,85700.0,78772.0,72590.0,67001.0,54207.0,75298.0,68233.0,"hypothetical protein, conserved"
550,Tb927.10.10780,715790.0,770330.0,696050.0,749010.0,695280.0,574820.0,655690.0,504270.0,567060.0,628380.0,"hypothetical protein, conserved"
551,Tb927.10.1090,2404000.0,2283200.0,2402100.0,2673800.0,2492000.0,1729500.0,1993600.0,1632800.0,2394000.0,2227200.0,"40S ribosomal protein S23, putative"
552,Tb927.10.10800,145130.0,127180.0,125550.0,158530.0,138810.0,119270.0,130710.0,109650.0,127440.0,103140.0,"palmitoyl acyltransferase 2, putative"
553,Tb927.10.10810,756.08,1109.9,2116.9,1806.9,1492.3,2250.0,1059.4,802.36,1546.4,1086.7,adenosine deaminase-like protein
554,Tb927.10.10830,413150.0,503240.0,466090.0,517690.0,483690.0,362520.0,363830.0,370660.0,346800.0,376360.0,RGG-containing protein 2
555,Tb927.10.10840,778760.0,791690.0,831150.0,856270.0,734560.0,607920.0,581120.0,603330.0,602030.0,685980.0,Enriched in surface-labeled proteome protein 15
556,Tb927.10.10850,14898000.0,14423000.0,15600000.0,15142000.0,14474000.0,11359000.0,12003000.0,9908000.0,12593000.0,12886000.0,Protein argonaute-1
557,Tb927.10.10870,514220.0,520090.0,530580.0,541750.0,536910.0,379310.0,425320.0,337910.0,429610.0,404820.0,"CMGC family protein kinase, putative"
558,Tb927.10.10880,1561300.0,1519400.0,1688200.0,1633500.0,1537800.0,1094900.0,1293900.0,1087900.0,1305000.0,1212300.0,"ATP-binding cassette sub-family F member 1, putative"
559,Tb927.10.110,8515.5,8055.4,11106.0,9094.9,6273.6,9171.2,5853.3,3026.7,8536.2,10163.0,"retrotransposon hot spot protein 2 (RHS2), pseudogene"
560,Tb927.10.1100,6517100.0,6489100.0,7193200.0,7045300.0,6264400.0,5016600.0,5504300.0,4013600.0,6098500.0,5596600.0,"60S ribosomal protein L9, putative"
561,Tb927.10.11000,7701.9,7759.0,7719.2,7691.8,5727.5,5021.9,5746.8,5150.8,6456.6,5315.0,"hypothetical protein, conserved"
562,Tb927.10.11020,1384000.0,1460600.0,1464800.0,1477800.0,1426300.0,1085900.0,1086100.0,1023600.0,1096600.0,1137600.0,"DNA mismatch repair protein MSH2, putative"
563,Tb927.10.11030,103760.0,107020.0,106350.0,104930.0,93332.0,81018.0,85048.0,71957.0,88911.0,86247.0,Archaic translocase of outer membrane 11 kDa subunit
564,Tb927.10.11070,128110.0,93842.0,131830.0,103170.0,114660.0,67680.0,106500.0,79839.0,97065.0,74833.0,"hypothetical protein, conserved"
565,Tb927.10.11080,1988200.0,2129000.0,2176600.0,2153200.0,2087900.0,1405600.0,1695800.0,1408500.0,1636800.0,1607000.0,paraflagellar rod protein
566,Tb927.10.11110,5492400.0,6535500.0,6406300.0,5844200.0,5149800.0,4231000.0,4639500.0,4719500.0,4758600.0,4473000.0,"hypothetical protein, conserved"
567,Tb927.10.11130,224740.0,208530.0,210300.0,246430.0,198470.0,151480.0,193020.0,123400.0,185010.0,194780.0,"SET domain containing protein, putative"
568,Tb927.10.11140,594570.0,526720.0,584190.0,601500.0,517410.0,396390.0,412930.0,335180.0,474020.0,483520.0,"hypothetical protein, conserved"
569,Tb927.10.11150,210070.0,191850.0,199880.0,209810.0,194370.0,147560.0,139530.0,113550.0,167490.0,175290.0,"hypothetical protein, conserved"
570,Tb927.10.11170,559820.0,576640.0,597270.0,578430.0,569040.0,435980.0,460290.0,350640.0,496120.0,490740.0,"hypothetical protein, conserved"
571,Tb927.10.11180,361790.0,346500.0,364440.0,386170.0,347000.0,258800.0,259630.0,236110.0,335700.0,300660.0,"Ubiquitin-like modifier-activating enzyme ATG7, putative"
572,Tb927.10.11200,19953.0,21817.0,23363.0,22705.0,21900.0,16852.0,16982.0,13669.0,19106.0,16586.0,"hypothetical protein, conserved"
573,Tb927.10.11210,382700.0,345600.0,386500.0,372940.0,328000.0,285610.0,290800.0,240630.0,309320.0,303370.0,"hypothetical protein, conserved"
574,Tb927.10.11220,88515.0,87015.0,97611.0,98107.0,85888.0,60275.0,75092.0,61119.0,79101.0,77737.0,procyclic form surface phosphoprotein
575,Tb927.10.11230,64288.0,74355.0,78601.0,76974.0,66009.0,42599.0,51924.0,48088.0,48780.0,54178.0,"Ras-induced vulval development antagonist, putative"
576,Tb927.10.11250,2847000.0,2805800.0,2942000.0,2911000.0,2814400.0,2034700.0,2323500.0,1931400.0,2346200.0,2240400.0,Coiled-coil domain-containing protein 40 homolog
577,Tb927.10.11260,17993.0,13799.0,16126.0,17567.0,17349.0,13527.0,17554.0,12867.0,18297.0,17702.0,"SSU ribosomal protein, mitochondrial, putative"
578,Tb927.10.11270,73531.0,79559.0,74856.0,76427.0,66589.0,54260.0,65916.0,54399.0,55576.0,60764.0,"RNA-binding protein, putative"
579,Tb927.10.11300,2740900.0,2481600.0,3006200.0,2577800.0,2375600.0,1771800.0,2337500.0,1517600.0,2117200.0,1840400.0,"paraflagellar rod component, putative"
580,Tb927.10.11310,3562800.0,3415200.0,3660400.0,3545900.0,3469500.0,2386200.0,2837400.0,2316800.0,2834700.0,2675600.0,intraflagellar transport protein 57/55
581,Tb927.10.11330,308040.0,309600.0,283560.0,284330.0,286200.0,247340.0,258090.0,214510.0,261480.0,247140.0,"EF-hand domain pair, putative"
582,Tb927.10.11340,792720.0,867150.0,904810.0,896620.0,877460.0,605310.0,693160.0,560420.0,689070.0,649540.0,"hypothetical protein, conserved"
583,Tb927.10.11350,14593.0,18760.0,16268.0,16466.0,14317.0,14848.0,9785.4,13224.0,11081.0,13082.0,"LSU ribosomal protein, mitochondrial, putative"
584,Tb927.10.11380,505000.0,516680.0,539390.0,529830.0,512340.0,379440.0,421340.0,390470.0,419890.0,409950.0,"hypothetical protein, conserved"
585,Tb927.10.11390,22295000.0,22375000.0,25507000.0,21723000.0,22649000.0,16609000.0,18903000.0,15657000.0,20191000.0,19209000.0,"60S ribosomal protein L6, putative"
586,Tb927.10.11400,227990.0,241650.0,234870.0,248950.0,231470.0,168210.0,165110.0,144190.0,167020.0,195060.0,"WD domain, G-beta repeat, putative"
587,Tb927.10.11450,292920.0,302280.0,300940.0,302500.0,263310.0,207200.0,232230.0,205380.0,246930.0,238780.0,"TFIIF-stimulated CTD phosphatase, putative"
588,Tb927.10.11510,788840.0,818580.0,852190.0,840190.0,834680.0,584570.0,652940.0,541910.0,659520.0,653250.0,"hypothetical protein, conserved"
589,Tb927.10.11520,222060.0,257120.0,232920.0,229600.0,234680.0,191460.0,195640.0,167710.0,202300.0,190450.0,mitochondrial import inner membrane translocase subunit tim13
590,Tb927.10.11530,294680.0,303280.0,306650.0,330860.0,298070.0,215130.0,243560.0,204420.0,222410.0,247780.0,"hypothetical protein, conserved"
591,Tb927.9.6070,18312000.0,18695000.0,19161000.0,17803000.0,16832000.0,12953000.0,13969000.0,12332000.0,15277000.0,14451000.0,"40S ribosomal protein S3, putative"
592,Tb927.10.11550,5200.1,3398.9,6049.1,5025.7,4386.4,4607.4,6139.1,4127.5,4069.1,4506.5,"hypothetical protein, conserved"
593,Tb927.10.11570,178070.0,171590.0,176950.0,190790.0,177720.0,131200.0,136650.0,109330.0,153050.0,149860.0,"hypothetical protein, conserved"
594,Tb927.10.11580,287000.0,297430.0,288470.0,292670.0,287620.0,216660.0,226030.0,196150.0,231490.0,240690.0,predicted WD40 repeat protein
595,Tb927.10.11590,3397700.0,3824700.0,3618100.0,3881900.0,3346700.0,2817200.0,2964000.0,2657000.0,2940800.0,2939500.0,"nicotinate phosphoribosyltransferase, putative"
596,Tb927.10.11600,177300.0,165220.0,187750.0,173880.0,166580.0,127390.0,125800.0,117480.0,137640.0,136050.0,"hypothetical protein, conserved"
597,Tb927.10.11610,1073200.0,1083800.0,1013100.0,1065500.0,1082700.0,745450.0,867840.0,793730.0,889640.0,835940.0,SKP1-like protein
598,Tb927.10.11620,61909.0,65166.0,72882.0,68208.0,70444.0,55186.0,57744.0,52737.0,65926.0,61884.0,"calcium-transporting ATPase, putative"
599,Tb927.10.11660,658210.0,637160.0,667830.0,625780.0,613440.0,469280.0,503180.0,387100.0,503250.0,511520.0,"hypothetical protein, conserved"
600,Tb927.10.11680,263800.0,260560.0,281830.0,278600.0,267040.0,192780.0,209780.0,173590.0,220840.0,215420.0,Voltage-gated Chloride channel Like 2
601,Tb927.10.11690,56654.0,52205.0,57003.0,45302.0,63348.0,44127.0,53333.0,34261.0,45662.0,45806.0,"YEATS family, putative"
602,Tb927.10.1170,22990000.0,22525000.0,24461000.0,23931000.0,21826000.0,17513000.0,18910000.0,15551000.0,19464000.0,18528000.0,intraflagellar transport protein 172
603,Tb927.10.11700,3802800.0,4223700.0,4034700.0,4273400.0,3882400.0,2931700.0,3342800.0,2964100.0,3247200.0,3230300.0,"guanylate kinase, putative"
604,Tb927.10.11720,754450.0,815540.0,797100.0,837800.0,873380.0,623250.0,598410.0,576910.0,677870.0,674420.0,"CW-type Zinc Finger, putative"
605,Tb927.10.11730,160840.0,169020.0,155300.0,168650.0,164880.0,121390.0,132140.0,103780.0,129140.0,128830.0,"zinc finger protein family member, putative"
606,Tb927.10.11750,3907.4,5316.4,4180.8,4818.9,4817.5,3765.1,3666.5,2609.2,4707.8,5022.4,"hypothetical protein, conserved"
607,Tb927.10.11760,1815200.0,1771200.0,1868800.0,1861500.0,1811800.0,1342300.0,1508300.0,1290600.0,1489400.0,1446200.0,pumilio/PUF RNA binding protein 6
608,Tb927.10.11770,28530.0,30285.0,29173.0,31047.0,29659.0,23639.0,24725.0,31092.0,29686.0,27517.0,succinate dehydrogenase cytochrome B subunit
609,Tb927.10.11780,869270.0,812710.0,871610.0,850590.0,902340.0,646490.0,677530.0,535260.0,771860.0,706120.0,"hypothetical protein, conserved"
610,Tb927.10.1180,40870.0,48404.0,48188.0,48354.0,48896.0,40339.0,38595.0,34449.0,42519.0,41394.0,"hypothetical protein, conserved"
611,Tb927.10.11800,1007600.0,935490.0,959060.0,915470.0,916450.0,685790.0,778250.0,576260.0,812050.0,808250.0,"Axonemal inner arm dynein light chain, putative"
612,Tb927.10.11810,151770.0,145530.0,175100.0,163460.0,153120.0,137150.0,147340.0,122640.0,160990.0,160300.0,"hypothetical protein, conserved"
613,Tb927.10.11840,41673.0,41058.0,47167.0,47945.0,45498.0,31418.0,33791.0,27593.0,39878.0,39072.0,"WD domain, G-beta repeat, putative"
614,Tb927.10.11850,295890.0,287160.0,293360.0,337960.0,255390.0,205570.0,206910.0,180990.0,231600.0,221970.0,"WD domain, G-beta repeat, putative"
615,Tb927.10.11860,16365.0,13969.0,14471.0,18174.0,17174.0,9725.5,13320.0,10672.0,11696.0,11970.0,"Cornifin (SPRR) family, putative"
616,Tb927.10.11870,849360.0,798410.0,834570.0,885840.0,772150.0,598770.0,662980.0,580930.0,696950.0,631640.0,Guide RNA binding complex protein 5
617,Tb927.10.11880,0.0,1043.4,1198.7,950.87,0.0,0.0,0.0,0.0,0.0,0.0,"hypothetical protein, conserved"
618,Tb927.10.11890,152090.0,158510.0,161680.0,160490.0,128890.0,137830.0,139860.0,111360.0,154400.0,151030.0,"hypothetical protein, conserved"
619,Tb927.10.11900,305770.0,329090.0,313660.0,306180.0,284190.0,253100.0,270320.0,221520.0,280790.0,269160.0,MICOS complex subunit MIC20
